HORARIO_FUNCIONAMENTO;OPCOES_DE_SERVICO;URL
"segunda-feira
Fechado
terça-feira
Fechado
quarta-feira
Fechado
quinta-feira
18:00–22:00
sexta-feira
18:00–23:30
sábado
18:00–23:30
domingo
10:00–14:00";"Opções de serviço
Retirada na porta
Refeição no local";https://www.google.com/maps/search/RANCHO+DO+MARCELO+SC+ITUPORANGA+INTERIOR
;;https://www.google.com/maps/search/MATTOZO+&+MATTOZO+RN+NATAL+LAGOA+NOVA
"segunda-feira
Fechado
terça-feira
Fechado
quarta-feira
18:00–23:30
quinta-feira
18:00–23:30
sexta-feira
18:00–23:30
sábado
18:00–23:30
domingo
18:00–23:30";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/THE+NICOLAS+PUB+RS+TORRES+CENTRO
;;https://www.google.com/maps/search/RANCHO+CAJUEIRO+MA+SANTO+AMARO+DO+MARANHAO+CENTRO
"segunda-feira
19:00–23:00
terça-feira
Fechado
quarta-feira
Fechado
quinta-feira
19:00–23:00
sexta-feira
19:00–23:00
sábado
19:00–23:00
domingo
19:00–23:00";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/CANTINA+D+PISA+MG+SANTA+RITA+DO+SAPUCAI+FAMILIA+ANDRADE
"segunda-feira
09:30–16:45
terça-feira
09:30–16:45
quarta-feira
09:30–16:45
quinta-feira
09:30–16:45
sexta-feira
09:30–16:45
sábado
09:30–16:45
domingo
09:30–16:45";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/AQUARELA+RESTAURANTE+AC+SENA+MADUREIRA+CENTRO
;;https://www.google.com/maps/search/LANCHONETE+GOLFBARTE+BA+CARAVELAS+COREIA
;;https://www.google.com/maps/search/ISOLUCOES+BA+MUCURI+CENTRO
"segunda-feira
11:00–00:00
terça-feira
11:00–00:00
quarta-feira
11:00–00:00
quinta-feira
11:00–00:00
sexta-feira
11:00–00:00
sábado
11:00–00:00
domingo
11:00–00:00";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+DO+HILTINHO+RJ+PARATY+CENTRO
"segunda-feira
12:00–21:00
terça-feira
12:00–21:00
quarta-feira
12:00–21:00
quinta-feira
12:00–21:00
sexta-feira
12:00–21:00
sábado
13:00–21:00
domingo
13:00–21:00";"Opções de serviço
Retirada na loja
Compras na loja
Para viagem
Refeição no local";https://www.google.com/maps/search/60+SABORES+ARTESANAL+SC+POMERODE+CENTRO
;;https://www.google.com/maps/search/UVA+DOCE+RESTAURANTE+AL+MACEIO+CENTRO
;;https://www.google.com/maps/search/IL+FORNO+A+LEGNA+RS+PORTO+ALEGRE+SARANDI
"segunda-feira
Fechado
terça-feira
18:30–23:00
quarta-feira
18:30–23:00
quinta-feira
18:30–23:00
sexta-feira
18:30–23:00
sábado
18:30–23:00
domingo
18:30–23:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/G+E+LANCHES+AL+MARECHAL+DEODORO+PEDRAS
;;https://www.google.com/maps/search/FASTBURGUER+AL+ATALAIA+JOSE+PAULINO
;;https://www.google.com/maps/search/CONTEINNER+BEER+AL+MACEIO+BENEDITO+BENTES
;;https://www.google.com/maps/search/POUSADA+E+RESTAURANTE+SERRA+DOURADA+PE+BUIQUE+DISTRITO+DO+CATIMBAU
"segunda-feira
08:00–18:00
terça-feira
08:00–18:00
quarta-feira
08:00–18:00
quinta-feira
08:00–18:00
sexta-feira
08:00–18:00
sábado
08:00–18:00
domingo
Fechado";"Opções de serviço
Refeição no local";https://www.google.com/maps/search/DITO'S+BAR+SP+NARANDIBA+CENTRO
"segunda-feira
11:30–14:00
terça-feira
11:30–14:00
quarta-feira
11:30–14:00
quinta-feira
11:30–14:00
sexta-feira
11:30–14:00
sábado
Fechado
domingo
Fechado";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/RECANTO+OLARIA+SC+PRESIDENTE+NEREU+CENTRO
;;https://www.google.com/maps/search/OYA+SUCHI+TRUCK+AL+MACEIO+PONTA+VERDE
;;https://www.google.com/maps/search/Di+Cunto+Shopping+Mooca+SP+SAO+PAULO+VILA+PRUDENTE
"segunda-feira
11:00–22:30
terça-feira
11:00–22:30
quarta-feira
11:00–22:30
quinta-feira
11:00–22:30
sexta-feira
11:00–22:30
sábado
11:00–22:30
domingo
11:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/FRESH+SC+BRUSQUE+CENTRO+II+-+URBANO
"segunda-feira
11:00–13:30
terça-feira
11:00–13:30
18:00–00:00
quarta-feira
11:00–13:30
18:00–00:00
quinta-feira
11:00–13:30
18:00–00:00
sexta-feira
11:00–13:30
18:00–00:00
sábado
11:00–13:30
18:00–00:00
domingo
19:00–00:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/CASARIN+CHOPERIA+PIZZARIA+E+RESTAURANTE+MT+NOVA+MUTUM+CENTRO
"segunda-feira
07:00–23:00
terça-feira
07:00–23:00
quarta-feira
07:00–23:00
quinta-feira
07:00–23:00
sexta-feira
07:00–23:00
sábado
06:00–18:00
domingo
06:00–18:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BAR+E+RESTAURANTE+ZE+DA+GOIABA+MG+SAO+MIGUEL+DO+ANTA+AREA+RURAL
"segunda-feira
Fechado
terça-feira
Fechado
quarta-feira
Fechado
quinta-feira
Fechado
sexta-feira
Fechado
sábado
Fechado
domingo
11:00–21:00";"Opções de serviço
Mesas externas
Refeição no local
Entrega";https://www.google.com/maps/search/ALLES+HAUS+PUB+RS+SANTA+MARIA+DO+HERVAL+BOA+VISTA+DO+HERVAL
;;https://www.google.com/maps/search/CANTINHO+DO+PICOLE+GO+ANICUNS+VILA+OLINDA+I
;;https://www.google.com/maps/search/BAR+E+RESTAURANTE+SABOR+DO+BREJO+PB+ALAGOINHA+CENTRO
;;https://www.google.com/maps/search/RESTAURANTE+DONA+GUI+AL+PIRANHAS+XINGO+VILA+SERGIPE
;;https://www.google.com/maps/search/LBS+EMPREENDIMENTOS+AL+DELMIRO+GOUVEIA+NOVO
;;https://www.google.com/maps/search/RAIZES+CHOPERIA+E+RESTAURANTE+SP+UBATUBA+ITAGUA
;;https://www.google.com/maps/search/LANCHONETE+PASTELARIA+SUAVE+SABOR+MG+MALACACHETA+Centro
;;https://www.google.com/maps/search/ROCINHA+BAR+MG+CARAI+AREA+RURAL
"segunda-feira
18:30–23:30
terça-feira
Fechado
quarta-feira
18:30–23:30
quinta-feira
18:30–23:30
sexta-feira
18:30–23:30
sábado
18:00–23:30
domingo
18:00–23:30";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/GORDINEZ+FOOD+DELIVERY+ES+MARATAIZES+CIDADE+NOVA
"segunda-feira
11:00–15:30
terça-feira
Atendimento 24 horas
quarta-feira
11:30–15:30
quinta-feira
11:30–15:30
sexta-feira
11:00–15:00
sábado
11:30–15:30
domingo
11:30–15:30";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/MON+GOURMET+SC+PALHOCA+PARQUE+RESIDENCIAL+PAGANI
;;https://www.google.com/maps/search/BAR+DO+MEIO+PE+FERNANDO+DE+NORONHA+CONCEICAO
;;https://www.google.com/maps/search/RECANTO+DOS+POMARES+RS+IBIRAPUITA+INTERIOR
"segunda-feira
Fechado
terça-feira
18:30–23:00
quarta-feira
18:30–23:00
quinta-feira
18:30–23:00
sexta-feira
18:30–00:00
sábado
18:30–00:00
domingo
18:30–23:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BESTBURGUER+HAMBURGUERIA+SC+BALNEARIO+CAMBORIU+CENTRO
"segunda-feira
09:00–23:00
terça-feira
08:00–23:00
quarta-feira
08:00–23:00
quinta-feira
08:00–23:00
sexta-feira
08:00–23:00
sábado
08:00–23:00
domingo
08:00–18:00";"Opções de serviço
Mesas externas
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+E+PASTELARIA+CABECAO+PR+XAMBRE+CENTRO
;;https://www.google.com/maps/search/PASSO+VELHO+CAMPING++LAZER+E+EVENTOS+PR+PRUDENTOPOLIS+ESPERANCA
"segunda-feira
11:00–22:00
terça-feira
11:00–22:00
quarta-feira
11:00–22:00
quinta-feira
11:00–22:00
sexta-feira
11:00–22:00
sábado
11:00–22:00
domingo
12:00–22:00";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/NEBUTA+TEMAKERIA+SP+SAO+VICENTE+CENTRO
"segunda-feira
18:00–23:00
terça-feira
18:00–23:00
quarta-feira
18:00–23:00
quinta-feira
18:00–23:00
sexta-feira
18:00–23:00
sábado
18:00–23:00
domingo
18:00–23:00";"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/PIZZARIA+SAO+PAULO+SP+UBATUBA+CENTRO
;;https://www.google.com/maps/search/CHIQUINHOS+BAR+MG+GONCALVES+CENTRO
;;https://www.google.com/maps/search/CASA+DOM+JOAQUIM+MA+BEQUIMAO+Centro
;;https://www.google.com/maps/search/RESTAURANTE+QUINTAL+DO+JOAO+AL+BARRA+DE+SANTO+ANTONIO+CENTRO
"segunda-feira
18:00–01:00
terça-feira
18:00–00:00
quarta-feira
18:00–00:00
quinta-feira
18:00–01:00
sexta-feira
18:00–02:00
sábado
18:00–02:00
domingo
12:00–21:00";"Opções de serviço
Mesas externas
Entrega
Refeição no local";https://www.google.com/maps/search/BUTEQUIM+BECO+DO+RATO+RJ+RIO+DE+JANEIRO+CENTRO
"segunda-feira
18:00–23:00
terça-feira
18:00–23:00
quarta-feira
18:00–23:00
quinta-feira
18:00–23:00
sexta-feira
18:00–23:00
sábado
18:00–23:00
domingo
18:00–23:00";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/BRONX+BURGERS+ES+SERRA+DAS+LARANJEIRAS
;;https://www.google.com/maps/search/MN+BARBOSA+LEMOS+SC+LAGES+CENTRO
;;https://www.google.com/maps/search/KIOSQUE+MARE+MANSA+RJ+PARATY+SAO+GONCALO
;;https://www.google.com/maps/search/CABANA+DOS+BAIANOS+BA+PRADO+CENTRO
;;https://www.google.com/maps/search/DELIRIUM+CAFE+BRASILIA+DF+BRASILIA+ASA+SUL
"segunda-feira
01:00–23:00
terça-feira
01:00–23:00
quarta-feira
01:00–23:00
quinta-feira
01:00–23:00
sexta-feira
01:00–23:00
sábado
01:00–23:00
domingo
01:00–23:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/POUSADA+E+RESTAURANTE+DO+GIL+AL+PORTO+REAL+DO+COLEGIO+CENTRO
;;https://www.google.com/maps/search/RESTAURANTE+ANAMÁ+AL+MACEIO+PONTA+VERDE
;;https://www.google.com/maps/search/RECANTO+DO+BALSEIRO+SC+ITA+INTERIOR
"segunda-feira
18:00–00:00
terça-feira
18:00–00:00
quarta-feira
18:00–00:00
quinta-feira
18:00–00:00
sexta-feira
18:00–00:00
sábado
18:00–00:00
domingo
18:00–00:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/DANKS+PIZZARIA+E+CIA+PA+ULIANOPOLIS+CENTRO
"segunda-feira
11:00–15:00
17:00–22:00
terça-feira
11:00–15:00
17:00–22:00
quarta-feira
11:00–15:00
17:00–22:00
quinta-feira
11:00–15:00
17:00–22:00
sexta-feira
11:00–15:00
17:00–22:00
sábado
11:00–23:00
domingo
11:00–22:00";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/OINC+AGUAS+CLARAS+DF+BRASILIA+SUL+(AGUAS+CLARAS)
"segunda-feira
Fechado
terça-feira
Fechado
quarta-feira
Fechado
quinta-feira
Fechado
sexta-feira
Fechado
sábado
11:00–15:00
domingo
11:00–15:00";"Opções de serviço
Mesas externas
Para viagem
Refeição no local
Entrega";https://www.google.com/maps/search/STEIN+HAUS+RESTAURANTE+E+CHOPPERIA+SC+BARRA+VELHA+CENTRO
"segunda-feira
11:30–21:30
terça-feira
11:30–21:30
quarta-feira
11:30–21:30
quinta-feira
11:30–21:30
sexta-feira
11:30–21:30
sábado
11:30–21:30
domingo
11:30–21:30";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+BATATA+BAROA+RJ+PARATY+PONTAL
"segunda-feira
09:00–21:00
terça-feira
09:00–21:00
quarta-feira
09:00–21:00
quinta-feira
09:00–21:00
sexta-feira
09:00–21:00
sábado
09:00–21:00
domingo
13:00–21:00";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/SORVETERIA+CARACOL+SC+CHAPECO+CENTRO
"segunda-feira
18:00–00:30
terça-feira
18:00–00:30
quarta-feira
18:00–00:30
quinta-feira
Fechado
sexta-feira
18:00–00:30
sábado
18:00–00:30
domingo
18:00–00:30";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BROCADOS+BURGUER+GO+SAO+LUIS+DE+MONTES+BELOS+SETOR+MONTES+BELOS
"segunda-feira
06:00–22:00
terça-feira
06:00–22:00
quarta-feira
06:00–22:00
quinta-feira
06:00–22:00
sexta-feira
06:00–22:00
sábado
07:00–22:30
domingo
07:00–22:30";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/APJC+RESTAURANTE+LTDA+SP+SAO+PAULO+BOSQUE+DA+SAUDE
;;https://www.google.com/maps/search/BAR+MICHEL+SC+SAO+JOSE+IPIRANGA
;;https://www.google.com/maps/search/RANCHO+URUBICI+SC+URUBICI+SANTO+ANTONIO
;;https://www.google.com/maps/search/LULUZINHA+LANCHES+AL+MACEIO+PONTA+GROSSA
;;https://www.google.com/maps/search/BOTECO+DO+SKILLO+RS+GRAMADO+CENTRO
"segunda-feira
18:45–00:00
terça-feira
18:45–00:00
quarta-feira
18:45–00:00
quinta-feira
18:45–00:00
sexta-feira
18:45–00:00
sábado
Fechado
domingo
18:45–00:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/DOG+PRENSADO+SC+PALHOCA+CENTRO
;;https://www.google.com/maps/search/DI+RAIZ+MG+CARRANCAS+CENTRO
"segunda-feira
Fechado
terça-feira
Fechado
quarta-feira
Fechado
quinta-feira
18:00–01:00
sexta-feira
18:00–01:00
sábado
18:00–01:00
domingo
16:00–22:00";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/CASARAO+RESTAURANTE+E+PETISCO+MG+SAO+SEBASTIAO+DA+BELA+VISTA+CENTRO
"segunda-feira
Fechado
terça-feira
11:00–22:00
quarta-feira
11:00–22:00
quinta-feira
11:00–22:00
sexta-feira
11:00–22:00
sábado
11:00–23:00
domingo
11:00–21:00";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BODEGA+DO+BERTO+COFFEEBAR+PE+LAJEDO+CENTRO
;;https://www.google.com/maps/search/SEDRINS+CAKE+AL+MACEIO+FEITOSA
"segunda-feira
17:00–22:00
terça-feira
Fechado
quarta-feira
Fechado
quinta-feira
17:00–22:00
sexta-feira
13:00–22:00
sábado
12:00–22:00
domingo
12:00–22:00";"Opções de serviço
Mesas externas
Para viagem
Refeição no local";https://www.google.com/maps/search/CONTAINER+STEAK+BAR+RJ+ARRAIAL+DO+CABO+PRAIA+GRANDE
"segunda-feira
07:30–19:45
terça-feira
07:30–19:45
quarta-feira
07:30–19:45
quinta-feira
07:30–19:45
sexta-feira
07:30–19:45
sábado
07:30–19:00
domingo
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Retirada na loja
Compras na loja
Entrega no mesmo dia";https://www.google.com/maps/search/CASA+ELZA+GO+GOIANIA+SETOR+BUENO
"segunda-feira
07:00–16:00
terça-feira
07:00–00:00
quarta-feira
07:00–00:00
quinta-feira
07:00–00:00
sexta-feira
07:00–00:00
sábado
07:00–00:00
domingo
07:00–00:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+DO+NELSAO+SP+PRESIDENTE+EPITACIO+JARDIM+PRIMAVERA
;;https://www.google.com/maps/search/RESTAURANTE++BUFFET+E+PIZZARIA+CACHOEIRA+PR+JUSSARA+CENTRO
;"Opções de serviço
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/TOMATO+CUCINA+&+VINO+SC+FLORIANOPOLIS+LAGOA+DA+CONCEICAO
;;https://www.google.com/maps/search/POTENCIA+CHOPP+GO+GOIANIA+RES+ITAIPU
;;https://www.google.com/maps/search/JP+COMERCIO+DE+ALIMENTOS+LTDA+SC+ITAPEMA+MEIA+PRAIA
"segunda-feira
11:00–14:00
18:00–23:00
terça-feira
11:00–14:00
18:00–23:00
quarta-feira
11:00–14:00
18:00–23:00
quinta-feira
11:00–14:00
18:00–23:00
sexta-feira
11:00–14:00
18:00–23:00
sábado
11:00–14:00
18:00–23:00
domingo
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/VIA+VENETO+PIZZARIA+SC+JOACABA+CENTRO
;;https://www.google.com/maps/search/BODEGA+DA+VILA+DG+AL+DELMIRO+GOUVEIA+PALMEIRAO
;;https://www.google.com/maps/search/ESPATODEA+COMERCIO+SP+JUQUITIBA+JACUBA
;;https://www.google.com/maps/search/BRISA+DA+MATA+PA+SANTAREM+CENTRO
;;https://www.google.com/maps/search/CASA+DE+CABOCLO+MA+ARAIOSES+ZONA+RURAL
"segunda-feira
09:00–00:00
terça-feira
09:00–00:00
quarta-feira
09:00–00:00
quinta-feira
09:00–00:00
sexta-feira
09:00–00:00
sábado
09:00–00:00
domingo
09:00–00:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/PETISCARIA+E+CHOPPERIA+SOBRAL+SC+BOMBINHAS+CANTO+GRANDE
;;https://www.google.com/maps/search/QUIOSQUE+PEDRA+DA+MOCA+BA+VALENCA+TRES+MISSAS
;;https://www.google.com/maps/search/TISKOLANCHE+SC+TIMBE+DO+SUL+CENTRO
;;https://www.google.com/maps/search/FRUTOS+DE+GOIAS+MG+BELO+HORIZONTE+MARIA+HELENA
"segunda-feira
06:00–22:00
terça-feira
06:00–22:00
quarta-feira
06:00–22:00
quinta-feira
06:00–22:00
sexta-feira
06:00–22:00
sábado
06:00–22:00
domingo
06:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Compras na loja
Para viagem
Refeição no local";https://www.google.com/maps/search/PAO+DA+HORA+PI+TERESINA+JOQUEI
;;https://www.google.com/maps/search/ABSOLLUTO+BAR+E+GASTRONOMIA+GO+DAMIANOPOLIS+SETOR+BUENO
"segunda-feira
14:00–21:00
terça-feira
14:00–21:00
quarta-feira
14:00–21:00
quinta-feira
14:00–21:00
sexta-feira
14:00–21:00
sábado
14:00–21:00
domingo
14:00–21:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/Havanna+Cafeteria+Argentina+AL+MACEIO+PAJUCARA
;;https://www.google.com/maps/search/Z12+PUB+SUSHI+SC+GAROPABA+AREIAS+DE+PALHOCINHA
"segunda-feira
09:00–20:00
terça-feira
09:00–20:00
quarta-feira
09:00–20:00
quinta-feira
09:00–20:00
sexta-feira
09:00–20:00
sábado
10:00–17:00
domingo
Fechado";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/Skoski+Alimentos/10+Pasteis+PR+CURITIBA+MOSSUNGUE
;;https://www.google.com/maps/search/BREJA+&+CIA+GASTROPUB+PA+BRAGANCA+PADRE+LUIZ
"segunda-feira
06:00–22:00
terça-feira
06:00–22:00
quarta-feira
06:00–22:00
quinta-feira
06:00–22:00
sexta-feira
06:00–22:00
sábado
06:00–22:00
domingo
17:00–00:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/SABOR+REGIONAL+DA+VANIA+AL+MACEIO+BENEDITO+BENTES
"segunda-feira
11:00–16:00
terça-feira
11:00–16:00
quarta-feira
11:00–16:00
quinta-feira
11:00–16:00
sexta-feira
11:00–16:00
sábado
11:00–16:00
domingo
Fechado";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+OLIVEIRA+RJ+APERIBE+VERDES+CAMPOS
;;https://www.google.com/maps/search/CAFE+COLONIAL+SABOR+DA+OMA+SC+PORTO+UNIAO+SANTA+ROSA
"segunda-feira
10:00–22:00
terça-feira
10:00–22:00
quarta-feira
10:00–22:00
quinta-feira
10:00–22:00
sexta-feira
10:00–22:00
sábado
10:00–22:00
domingo
10:00–22:00";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+LAYNKAZA+AC+CRUZEIRO+DO+SUL+BOCA+DA+ALEMANHA
"segunda-feira
11:30–23:00
terça-feira
11:30–23:00
quarta-feira
11:30–23:00
quinta-feira
11:30–23:00
sexta-feira
11:30–23:00
sábado
11:30–23:00
domingo
11:30–23:00";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/FAROFA+DAGUA+RESTAURANTE+RN+NATAL+PONTA+NEGRA
"segunda-feira
10:30–13:00
17:30–23:00
terça-feira
10:30–13:00
17:30–23:00
quarta-feira
10:30–13:00
17:30–23:00
quinta-feira
10:30–13:00
17:30–23:00
sexta-feira
10:30–13:00
17:30–23:00
sábado
10:30–13:00
domingo
Fechado";"Opções de serviço
Mesas externas
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BRASA+ESPETARIA+MG+FRUTAL+ALTO+BOA+VISTA
"segunda-feira
18:00–00:00
terça-feira
18:00–23:00
quarta-feira
Fechado
quinta-feira
18:00–00:00
sexta-feira
18:00–00:00
sábado
18:00–00:00
domingo
18:00–00:00";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/RUCULA+PIZZA+BAR+BA+ITACARE+CENTRO
;;https://www.google.com/maps/search/AER+DELIVERY+AL+COLONIA+LEOPOLDINA+CENTRO
"segunda-feira
10:00–22:00
terça-feira
10:00–22:00
quarta-feira
10:00–22:00
quinta-feira
10:00–22:00
sexta-feira
10:00–22:00
sábado
10:00–22:00
domingo
10:00–22:00";"Opções de serviço
Mesas externas
Refeição no local
Entrega";https://www.google.com/maps/search/BEACH+BAR+MA+BARREIRINHAS+ATINS
"segunda-feira
18:30–23:00
terça-feira
18:00–23:00
quarta-feira
Fechado
quinta-feira
Fechado
sexta-feira
18:00–23:00
sábado
18:00–23:30
domingo
18:00–23:00";"Opções de serviço
Mesas externas
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/PIZZARIA+BOCA+DO+FORNO+GO+PIRENOPOLIS+ALTO+DO+BONFIM
"segunda-feira
10:00–21:00
terça-feira
10:00–21:00
quarta-feira
10:00–21:00
quinta-feira
10:00–21:00
sexta-feira
10:00–21:00
sábado
Fechado
domingo
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BIG+PIZZA+AL+MACEIO+FAROL
"segunda-feira
11:00–14:30
terça-feira
11:00–14:30
quarta-feira
11:00–14:30
quinta-feira
11:00–14:30
sexta-feira
11:00–14:30
sábado
11:00–14:30
domingo
Fechado";"Opções de serviço
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/BAR+DOS+BAR+SC+CHAPECO+MARIA+GORETTI
"segunda-feira
11:00–20:00
terça-feira
11:00–20:00
quarta-feira
11:00–20:00
quinta-feira
11:00–20:00
sexta-feira
11:00–20:00
sábado
10:00–20:00
domingo
10:00–20:00";"Da empresa
Se identifica como uma empresa de empreendedoras";https://www.google.com/maps/search/LA+FRUTA+ACAI+GO+GOIANIA+SETOR+BELA+VISTA
;;https://www.google.com/maps/search/VILA+CAFE+TEMPERO+DE+ANALIA+PA+CONCEICAO+DO+ARAGUAIA+VILA+NOVA
"segunda-feira
11:00–15:30
terça-feira
11:00–15:30
quarta-feira
11:00–15:30
quinta-feira
11:00–15:30
sexta-feira
11:00–15:30
sábado
11:00–15:30
domingo
11:00–15:30";"Opções de serviço
Para viagem
Refeição no local";https://www.google.com/maps/search/RESTAURANTE+PAREDAO+DA+CANASTRA+-O+RESTAURANTE+DA+SUELI+MG+SAO+ROQUE+DE+MINAS+DISTRITO+SAO+JOSE+DO+BARREIRO
"segunda-feira
06:00–22:00
terça-feira
06:00–22:00
quarta-feira
06:00–22:00
quinta-feira
06:00–22:00
sexta-feira
06:00–22:00
sábado
06:00–22:00
domingo
07:00–22:00";"Opções de serviço
Entrega sem contato
Entrega
Retirada na loja
Compras na loja
Entrega no mesmo dia";https://www.google.com/maps/search/ARMAZEN+GO+GOIANIA+SETOR+BUENO
;;https://www.google.com/maps/search/BOB'S+SP+SAO+PAULO+TATUAPE
;;https://www.google.com/maps/search/PARADA+DA+ZENA+PARK+-+RESTAURANTE+ARTESANAL+SP+SAO+BENTO+DO+SAPUCAI+PAIOL+GRANDE
;"Opções de serviço
Mesas externas
Refeição no local";https://www.google.com/maps/search/NATIVOS+SURF+BAR+AL+MARECHAL+DEODORO+Praia+do+Frances
"segunda-feira
Fechado
terça-feira
16:00–23:00
quarta-feira
16:00–23:00
quinta-feira
16:00–23:00
sexta-feira
16:00–23:00
sábado
16:00–23:00
domingo
16:00–23:00";"Opções de serviço
Retirada na porta
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/DOG+DO+CHEFAO+PA+CONCEICAO+DO+ARAGUAIA+CENTRO
"segunda-feira
18:00–23:00
terça-feira
Fechado
quarta-feira
18:00–23:00
quinta-feira
18:00–23:00
sexta-feira
18:00–23:00
sábado
18:00–23:00
domingo
18:00–23:00";"Opções de serviço
Mesas externas
Para viagem
Refeição no local
Entrega";https://www.google.com/maps/search/COCO+PIMENTA+GASTROBAR+BA+ITACARE+CENTRO
;;https://www.google.com/maps/search/RESTAURANTE+PEREIRA+BA+SALVADOR+BARRA
;;https://www.google.com/maps/search/O+BARAO+II+SC+BOMBINHAS+CENTRO
"segunda-feira
11:30–14:00
terça-feira
11:30–14:00
quarta-feira
11:30–14:00
18:00–22:00
quinta-feira
11:30–14:00
18:00–22:00
sexta-feira
11:30–14:00
18:00–22:00
sábado
18:00–22:00
domingo
Fechado";"Opções de serviço
Para viagem
Refeição no local
Entrega";https://www.google.com/maps/search/estação+portal+grill+ltda+SC+POMERODE+TESTO+REGA
"segunda-feira
19:00–22:00
terça-feira
19:00–22:00
quarta-feira
19:00–22:00
quinta-feira
Fechado
sexta-feira
19:00–22:00
sábado
19:00–22:00
domingo
19:00–22:00";"Opções de serviço
Retirada na porta
Entrega sem contato
Entrega
Para viagem
Refeição no local";https://www.google.com/maps/search/DELICALDOS+PA+BRAGANCA+ALEGRE
